"","Year","ADM_RATE_ALL","COSTT4_A","UGDS_BLACK","PPTUG_EF","INC_PCT_LO","UG25abv","PAR_ED_PCT_1STGEN","PCTFLOAN","C150_4"
"229",2011,0.9071,34507,0.1069,0.062,0.359430605,0.1554,0.425257732,0.7116,0.505
"230",2011,0.6154,37146,0.1069,0.3083,0.575418137,0.2922,0.439528559,0.8575,0.3145
"231",2011,0.4432,34700,0.0822,0.1401,0.422626788,0.2949,0.498583569,0.9315,0.3121
"232",2011,0.7381,40600,0.2165,0.2798,0.445692884,0.3659,0.391545687,0.7157,0.4649
"233",2011,0.5897,34345,0.081,0.0583,0.372093023,0.0973,0.444893832,0.6503,0.6278
"234",2011,0.4447,32139,0.0811,0.2321,0.291581109,0.3551,0.443438914,0.7568,0.6316
"235",2011,0.8295,34296,0.1735,0.1478,0.407407407,0.1841,0.45620438,0.7503,0.522
"236",2011,0.601,20661,0.1132,0.329,0.43321513,0.4242,0.380462725,0.5258,0.6087
"237",2011,0.463,41143,0.016,0.16,0.462686567,0.2205,0.253731343,0.8468,0.625
"238",2011,0.9808,34600,0.1784,0.1976,0.46635183,0.3203,0.357045144,0.5396,0.557
"239",2011,0.656,22485,0.1374,0.0951,0.373799726,0.1291,0.389603025,0.6359,0.5344
"240",2011,0.6473,38430,0.0266,0.022,0.189060642,0.0099,0.061668682,0.4873,0.8668
"241",2011,0.5638,35507,0.0598,0.0612,0.265822785,0.114,0.311365807,0.7364,0.6301
"242",2011,0.6754,19655,0.0615,0.0552,0.275741274,0.0651,0.343589066,0.5723,0.5626
"243",2011,0.6882,31248,0.121,0.19,0.438879457,0.3692,0.402234637,0.7543,0.5065
"244",2011,0.6085,43838,0.0356,0.0153,0.168659534,0.027,0.181640625,0.604,0.7269
"245",2011,0.3691,18743,0.2541,0.4816,0.533678757,0.5571,0.514767933,0.6027,0.2826
"246",2011,0.6846,46444,0.0827,0.0058,0.237373737,0.0075,0.168865435,0.5211,0.6625
"247",2011,0.5951,34273,0.0271,0.0436,0.226244344,0.1209,0.248815166,0.7107,0.7268
"248",2011,0.9514,30774,0.0488,0.0434,0.250388803,0.1389,0.285240464,0.5075,0.5628
"249",2011,0.6747,38200,0.0451,0.0038,0.198501873,0.0066,0.294466403,0.6133,0.7094
"250",2011,0.8397,31172,0.0713,0.0423,0.289036545,0.0488,0.263537906,0.6946,0.1267
"251",2011,0.8843,31510,0.0159,0.0735,0.232323232,0.1533,0.318739054,0.6778,0.6164
"252",2011,0.9104,19216,0.0778,0.2832,0.458219288,0.2761,0.443777582,0.5582,0.2666
"253",2011,0.6934,19956,0.1064,0.251,0.405232248,0.3357,0.41500484,0.5396,0.3247
"254",2011,0.716,17069,0.06,0.1622,0.344770223,0.1875,0.41091314,0.5498,0.3771
"255",2011,0.7006,15643,0.0432,0.3003,0.452581032,0.3277,0.496031746,0.4194,0.2147
"256",2011,0.7067,16025,0.0788,0.3094,0.474530831,0.3134,0.462793734,0.4401,0.2248
"257",2011,0.7693,16486,0.0635,0.3256,0.444760101,0.3335,0.465258856,0.4267,0.2696
"258",2011,0.6364,14166,0.038,0.3299,0.46638207,0.3776,0.537934969,0.4709,0.1937
"259",2011,0.7359,25772,0.251,0.1899,0.724326852,0.672,0.539845648,0.8653,0.2174
"260",2011,0.7359,25985,0.0908,0.3057,0.724326852,0.6783,0.539845648,0.903,0.2466
"261",2011,0.7359,27535,0.0916,0.4807,0.724326852,0.7698,0.539845648,0.8022,0.1636
"262",2011,0.6432,34797,0.0304,0.0047,0.257438551,0.0193,0.402489627,0.8875,0.5137
"263",2011,0.5353,36632,0.1777,0.2077,0.369843528,0.3777,0.378190255,0.7566,0.582
"264",2011,0.7176,31339,0.1671,0.0861,0.372382504,0.6674,0.492471443,0.6637,0.665
"265",2011,0.2429,53239,0.0303,0.0026,0.100607112,0.0019,0.10079929,0.5747,0.9588
"266",2011,0.4653,14367,0.1702,0.3194,0.459821429,0.3485,0.489983022,0.4898,0.2845
"267",2011,0.7095,13124,0.05,0.2746,0.448186529,0.2344,0.497168743,0.4806,0.2343
"268",2011,0.5382,30243,0.0718,0.1638,0.344325153,0.2418,0.414574899,0.9063,0.5392
"269",2011,0.6009,34431,0.1043,0.0421,0.301094891,0.1523,0.371031746,0.5983,0.5752
"270",2011,0.5088,36450,0.0358,0.594,0.486486487,0.7356,0.483940043,0.7922,0.5658
"271",2011,0.8396,43200,0.0154,0.0034,0.120287253,0.0093,0.171641791,0.6373,0.7878
"272",2011,0.838,36084,0.0197,0.0272,0.190410959,0.0481,0.162889518,0.4088,0.8039
"273",2011,0.7132,38945,0.0382,0.0255,0.368811881,0.0259,0.435512368,0.7515,0.4444
"274",2011,0.7433,39887,0.0528,0.0373,0.220979021,0.0669,0.269230769,0.6654,0.7083
"275",2011,0.75,27651,0.0287,0.2644,0.248427673,0.3534,0.333333333,0.8282,0.5
"276",2011,0.6384,36270,0.0261,0.1198,0.46007984,0.4365,0.387096774,0.8369,0.549
"277",2011,0.7315,38962,0.0208,0.0188,0.15308642,0.0256,0.220663265,0.7506,0.6339
"278",2011,0.7436,34279,0.0268,0.1195,0.260504202,0.2135,0.393559928,0.7543,0.6013
"279",2011,0.6432,41750,0.0295,0.0151,0.193265007,0.0446,0.212933754,0.8216,0.693
"280",2011,0.455,42820,0.0529,0.0084,0.238952537,0.01,0.236234458,0.691,0.6991
"281",2011,0.7963,33854,0.0103,0.0081,0.149001536,0.0172,0.220285262,0.6904,0.6621
"282",2011,0.6317,39550,0.0341,0.0484,0.169198895,0.0471,0.161059413,0.5515,0.7763
"283",2011,0.504,31902,0.0944,0.1215,0.376947041,0.2314,0.374002281,0.658,0.5059
"284",2011,0.9307,29512,0.0716,0.1685,0.360289283,0.2834,0.344729345,0.879,0.4074
"285",2011,0.448,49062,0.0549,6e-04,0.235514019,0.0142,0.145669291,0.3849,0.8779
"286",2011,0.6433,33428,0.0837,0.2227,0.415289256,0.2807,0.454545455,0.703,0.2519
"287",2011,0.7214,42707,0.0137,0.0025,0.124637681,0.0101,0.143001007,0.705,0.6932
"288",2011,0.4112,34563,0.0807,0.0432,0.746268657,0.4029,0.319502075,0.6648,0.5
"289",2011,0.5483,23694,0.0402,0.4744,0.409972299,0.4646,0.362670713,0.799,0.5
"290",2011,0.6017,34038,0.0149,0.0196,0.223489168,0.0598,0.264884569,0.7872,0.5728
"291",2011,0.6994,34300,0.035,0.3967,0.311627907,0.4441,0.358024691,0.9625,0.6022
"292",2011,0.9004,23329,0.3405,1e-04,0.765990612,0.8745,0.568963958,0.7657,0.2206
"293",2011,0.7438,35452,0.0144,0.0236,0.188253012,0.0248,0.215070644,0.7023,0.6551
"294",2011,0.8392,35945,0.0328,0.1191,0.247893258,0.1628,0.300222387,0.6879,0.6183
"295",2011,0.8482,37772,0.0226,0.2323,0.21845175,0.2323,0.27131783,0.7446,0.6875
"296",2011,0.7604,39312,0.066,0.0142,0.179661017,0.0122,0.208133971,0.7403,0.6313
"297",2011,0.9211,34990,0.0963,0.4322,0.277097902,0.7528,0.39640492,0.8109,0.5481
"298",2011,0.5882,34602,0.0415,0.0061,0.168997669,0.0196,0.195863747,0.5824,0.5578
"299",2011,0.5969,30700,0.0912,0.0086,0.288607595,0.0479,0.308943089,0.7623,0.4189
"300",2011,0.8226,14642,0.0603,0.0975,0.370867769,0.1838,0.384918402,0.6399,0.427
"301",2011,0.6402,29922,0.0993,0.195,0.409610984,0.4947,0.420253165,0.7454,0.2517
"302",2011,0.4465,7760,0,0.068,0.681017613,0.2736,0.447488585,0,0.3533
"303",2011,0.5868,32000,0.0984,0.0872,0.29137931,0.143,0.376647834,0.8642,0.4219
"304",2011,0.572,31942,0.1218,0.0503,0.308488613,0.1014,0.369469027,0.7327,0.4579
"305",2011,0.9784,30424,0.1261,0.2306,0.300572519,0.3602,0.350622407,0.7152,0.4352
"306",2011,0.7684,14001,0.0368,0.0479,0.389755011,0.1679,0.377352036,0.622,0.5025
"307",2011,0.5526,29683,0.1394,0.2366,0.305206463,0.294,0.380582524,0.8198,0.4217
"308",2011,0.873,33209,0.1014,0.572,0.360427808,0.5353,0.423475259,0.5486,0.5735
"309",2011,0.4895,28180,0.0878,0.0658,0.295774648,0.1053,0.386934673,0.7642,0.4762
"310",2011,0.9115,34100,0.0733,0.1819,0.282415631,0.1678,0.389863548,0.7326,0.5246
"311",2011,0.9697,16885,0.0695,0.2794,0.511328671,0.3154,0.415297092,0.566,0.379
"312",2011,0.3338,18082,0.0139,0.0087,0.446043166,0.0422,0.541114058,0.5635,0.4468
"313",2011,0.5182,44004,0.041,0.0578,0.2856,0.0871,0.289915966,0.5643,0.6644
"314",2011,0.1245,8986,0.1525,6e-04,0.581950208,0.0831,0.439724455,0.2864,0.619
"315",2011,0.4789,26543,0.1161,0.2075,0.48409894,0.4174,0.49516441,0.6321,0.3208
"316",2011,0.6327,28498,0.134,0.1218,0.518617021,0.2176,0.486037736,0.4545,0.4435
"317",2011,0.7005,28880,0.0718,0.0254,0.377297297,0.1866,0.424028269,0.61,0.434
"318",2011,0.6576,17498,0.0583,0.1588,0.464676483,0.245,0.439479136,0.5777,0.3724
"319",2011,0.8835,38560,0.0892,0.0073,0.279346211,0.0196,0.301587302,0.6628,0.5913
"320",2011,0.3028,16732,0.5842,0.1335,0.573004543,0.2253,0.430711611,0.6992,0.2132
"321",2011,0.5215,27767,0.1015,0.0357,0.367729831,0.0729,0.422310757,0.8691,0.445
"322",2011,0.3487,26401,0.1111,0.0074,0.370813397,0.0656,0.41475827,0.8171,0.442
"323",2011,0.8173,31860,0.2014,0.2926,0.688468158,0.5169,0.581932773,0.8414,0.5929
"324",2011,0.749,19509,0.119,0.1831,0.386528658,0.2185,0.343009676,0.4267,0.5073
"325",2011,0.5165,25318,0.0738,0.3329,0.527910686,0.6905,0.534734918,0.8156,0.6047
"326",2011,0.8879,15075,0.0379,0.1958,0.468442077,0.1983,0.488993249,0.583,0.3641
"327",2011,0.8146,16018,0.0773,0.1124,0.433168959,0.2027,0.417696629,0.4944,0.5257
"328",2011,0.6626,13479,0.0661,0.1953,0.374112076,0.2494,0.445143732,0.5493,0.3735
"329",2011,0.4278,28210,0.2925,0.2513,0.511441648,0.5215,0.422279793,0.732,0.4206
"330",2011,0.8634,35276,0.0644,0.0615,0.270886076,0.2846,0.422192152,0.5522,0.5247
"331",2011,0.8375,36827,0.0373,0.0147,0.201456311,0.0039,0.215538847,0.6054,0.6963
"332",2011,0.735,28429,0.0946,0.0602,0.493464052,0.1597,0.531992687,0.809,0.322
"333",2011,0.6307,34693,0.1325,0.0125,0.325,0.0261,0.318421053,0.54,0.5819
"334",2011,0.4881,23343,0.9608,0.0552,0.644051131,0.0865,0.429594272,0.8627,0.2449
"335",2011,0.5509,17538,0.8693,0.0663,0.659294118,0.1592,0.409826912,0.7802,0.2764
"336",2011,0.6099,12648,0.1862,0.4195,0.574979952,0.3817,0.53449862,0.4222,0.0954
"337",2011,0.7219,17596,0.0981,0.0535,0.326095919,0.0634,0.285170546,0.3269,0.6202
"338",2011,0.4842,13282,0.2278,0.2551,0.571776156,0.2905,0.448979592,0.3566,0.2647
"339",2011,0.739,21722,0.1829,0.0633,0.440268456,0.148,0.396423249,0.87,0.3108
"340",2011,0.685,12959,0.1858,0.1486,0.497913323,0.2268,0.462307967,0.3871,0.373
"341",2011,0.5553,14982,0.1598,0.2387,0.549263219,0.3095,0.43147541,0.3569,0.3814
"342",2011,0.8418,13350,0.1949,0.178,0.488738739,0.1933,0.528529779,0.4553,0.3843
"343",2011,0.8237,14981,0.3015,0.2833,0.525878252,0.32,0.476290516,0.4735,0.338
"344",2011,0.2482,16978,0.258,0.6789,0.550133097,0.5233,0.467065868,0.6674,0.2286
"345",2011,0.431,13843,0.1535,0.1492,0.455906518,0.1558,0.469790628,0.4121,0.3339
"346",2011,0.4293,15613,0.9453,0.1072,0.630057804,0.2356,0.410691557,0.1556,0.3047
"347",2011,0.6593,11128,0.2118,0.1218,0.474910087,0.1726,0.453503915,0.3467,0.4143
"348",2011,0.6408,25511,0.8181,0.0347,0.494137353,0.0343,0.326713645,0.7662,0.5612
"349",2011,0.2689,55350,0.048,0,0.152019002,0.0023,0.115577889,0.2945,0.9224
"350",2011,0.1611,54950,0.048,0,0.220588235,6e-04,0.134020619,0.1913,0.9182
"351",2011,0.7513,22603,0.0382,0.1948,0.35243553,0.2506,0.390092879,0.8288,0.3778
"352",2011,0.8171,19104,0.0106,0.0565,0.335438043,0.0914,0.351959967,0.7268,0.5939
"353",2011,0.867,16181,0.0184,0.2645,0.438133874,0.4065,0.474725275,0.4529,0.4031
"354",2011,0.7852,16686,0.0452,0.2261,0.53133515,0.3986,0.452887538,0.429,0.3774
"355",2011,0.6412,21995,0.0054,0.0205,0.219178082,0.0831,0.234343434,0.8039,0.7143
"356",2011,0.8162,43979,0.0112,0.035,0.198198198,0.1853,0.274495677,0.698,0.5842
"357",2011,0.8812,39971,0.0303,0.4352,0.265607265,0.4398,0.360493827,0.5499,0.5455
"358",2011,0.7828,23555,0.0252,0.3073,0.415379958,0.3277,0.342598578,0.5789,0.3282
"359",2011,0.9252,32651,0.0448,0.1152,0.399267399,0.1275,0.409638554,0.8041,0.45
"360",2011,0.561,29500,0.3421,0.2395,0.35359116,0.3266,0.39375,0.5248,0.3692
"361",2011,0.5352,15476,0.8707,0.2642,0.596056338,0.4134,0.488668555,0.6514,0.1467
"362",2011,0.5524,17948,0.2497,0.0626,0.297548605,0.085,0.374489333,0.6046,0.4547
"363",2011,0.7922,41228,0.1191,0.0731,0.278325123,0.1459,0.324503311,0.7253,0.6822
"364",2011,0.194,55390,0.0545,0.0138,0.251655629,0.0636,0.132555673,0.4381,0.9112
"365",2011,0.4999,19363,0.7737,0.0632,0.463883677,0.1292,0.407021393,0.7136,0.3123
"366",2011,0.656,42063,0.099,0.0529,0.17032967,0.0729,0.249422633,0.6625,0.7597
"367",2011,0.5547,38950,0.3163,0.5995,0.345335516,0.6203,0.421441775,0.5054,0.483
"368",2011,0.9714,26318,0.6437,0.3985,0.457364341,0.6973,0.515151515,0.7582,0.3333
"369",2011,0.5657,48111,0.044,0.0048,0.120124805,0.0119,0.230273752,0.665,0.7507
"370",2011,0.7036,39729,0.2627,0.0923,0.414201183,0.2165,0.405373832,0.8438,0.3628
"371",2011,0.1332,54322,0.1161,0,0.31797235,0.0089,0.20802005,0.1745,0.9628
"372",2011,0.5992,39514,0.0792,0.1946,0.302068966,0.1986,0.397515528,0.7827,0.4872
"373",2011,0.7511,43396,0.0322,0.0671,0.188034188,0.0686,0.233695652,0.6888,0.6743
"374",2011,0.3383,54666,0.0414,0,0.227184466,0.008,0.18902439,0.4003,0.9041
"375",2011,0.7597,29890,0.2229,0.3592,0.54841629,0.2816,0.432098765,0.8483,0.2242
"376",2011,0.7243,39613,0.0833,0.196,0.375097886,0.2584,0.375221239,0.7914,0.2886
"377",2011,0.3999,53957,0.0435,9e-04,0.231362468,0.0066,0.133699634,0.5546,0.9118
"378",2011,0.6958,18425,0.0671,0.1648,0.299089727,0.1483,0.363636364,0.5187,0.5167
"379",2011,0.5217,38088,0.2297,0.9286,0.460093897,0.7077,0.403899721,0.7726,1
"380",2011,0.6792,44962,0.0362,0.0143,0.194690266,0.0312,0.192216981,0.571,0.7953
"381",2011,0.7006,42861,0.1352,0.1478,0.325210872,0.166,0.337234043,0.7156,0.4595
"382",2011,0.6269,35575,0.1329,0.0105,0.435364042,0.2923,0.38247012,0.7262,0.5103
"383",2011,0.4843,46710,0.03,0.0132,0.203522505,0.0226,0.136700337,0.5649,0.8126
"384",2011,0.5572,45642,0.0626,0.1217,0.19869403,0.1182,0.240594059,0.7241,0.6301
"385",2011,0.5901,41383,0.0185,0.0586,0.147441457,0.0696,0.193171608,0.6355,0.6734
"386",2011,0.5891,37395,0.1189,0.346,0.506493507,0.4767,0.474396135,0.631,0.4008
"387",2011,0.6838,16108,0.0379,0.1425,0.280082988,0.1743,0.362866817,0.6486,0.4725
"388",2011,0.655,18944,0.069,0.0999,0.257826888,0.1706,0.346949067,0.5578,0.5165
"389",2011,0.4027,39758,0.0246,0.022,0.178666667,0.0261,0.154482759,0.675,0.7391
"390",2011,0.7139,53456,0.0271,0,0.238831615,0.024,0.119217082,0.5304,0.6148
"391",2011,0.7396,40837,0.0729,0.0105,0.233519553,0.0202,0.324970131,0.8693,0.4651
"392",2011,0.6645,44258,0.0437,0.1764,0.290145985,0.1921,0.262278978,0.7193,0.4939
"393",2011,0.6447,19608,0.0676,0.2413,0.349744133,0.2906,0.357327501,0.6002,0.5
"394",2011,0.6844,18388,0.1561,0.2724,0.460184701,0.3509,0.418058132,0.5645,0.3983
"395",2011,0.7956,40719,0.0676,0.0622,0.311950336,0.1635,0.308571429,0.8491,0.6857
"396",2011,0.631,23381,0.0265,0.1151,0.285,0.2263,0.235924933,0.5215,0.6782
"397",2011,0.0973,53210,0.0692,0.0064,0.247047244,0.005,0.167523124,0.2826,0.9286
"398",2011,0.6281,24262,0.0189,0.0307,0.16117851,0.0399,0.198915009,0.6875,0.6527
"399",2011,0.8788,42447,0.0289,0.0391,0.208982585,0.0614,0.280701754,0.6263,0.6984
"400",2011,0.5149,53936,0.0557,0.0082,0.329048843,0.0511,0.155244755,0.4889,0.8488
"401",2011,0.7542,39665,0.1514,0.0711,0.346756152,0.1004,0.383526384,0.783,0.4359
"402",2011,0.8558,48941,0.0257,0.0685,0.380566802,0.1409,0.161572052,0.5383,0.4634
"403",2011,0.6734,18374,0.0845,0.1037,0.36628512,0.1638,0.358708189,0.8088,0.5314
"404",2011,0.3127,39257,0.0767,0.2,0.448508181,0.1659,0.34863388,0.8234,0.4054
"405",2011,0.8314,37327,0.0843,0.2081,0.367435159,0.3319,0.397082658,0.6047,0.6093
"406",2011,0.9636,35355,0.301,0.0291,0.622807018,0.0485,0.574193548,0.8333,0.3406
"407",2011,0.5736,19496,0.083,0.1839,0.380214205,0.2519,0.401077996,0.5531,0.4167
"408",2011,0.6783,42905,0.0345,0.0164,0.399386738,0.0242,0.371597096,0.8058,0.6707
"409",2011,0.7115,21918,0.097,0.1171,0.33971414,0.1332,0.352201258,0.6952,0.4821
"410",2011,0.6518,47275,0.0268,0.0057,0.086372361,0.0073,0.158415842,0.7002,0.8133
"411",2011,0.6139,38140,0.049,0.1008,0.240065324,0.1167,0.286919831,0.746,0.6101
"412",2011,0.7985,42517,0.0458,0.0643,0.18392283,0.0756,0.289057123,0.7439,0.6057
"413",2011,0.6121,18035,0.0383,0.0915,0.266313933,0.1152,0.326243828,0.6284,0.5833
"414",2011,0.7066,41775,0.1239,0.039,0.285198556,0.048,0.334710744,0.7949,0.5778
"415",2011,0.1872,54921,0.078,0,0.274285714,0.0034,0.183884298,0.1987,0.9534
"416",2011,0.6542,17217,0.0572,0.1862,0.286413709,0.2253,0.362169431,0.518,0.4695
"417",2011,0.6933,41528,0.0375,0.004,0.201986755,0.0086,0.223570191,0.5868,0.683
"418",2011,0.7285,38602,0.0238,0.0101,0.163059163,0.012,0.271386431,0.7405,0.6667
"419",2011,0.4495,30636,0.2461,0.0727,0.337579618,0.1223,0.162952646,0.5883,0.6339
"420",2011,0.7852,31433,0.0365,0.1304,0.289555326,0.1477,0.285087719,0.6953,0.522
"421",2011,0.7539,36470,0.0274,0.0169,0.189689359,0.0253,0.136578769,0.5708,0.769
"422",2011,0.5579,31639,0.1048,0.0444,0.319327731,0.0923,0.352769679,0.8644,0.4
"423",2011,0.4184,42860,0.0828,0.167,0.347266881,0.1749,0.275979557,0.7274,0.57
"424",2011,0.9333,24558,0.187,0.663,0.664697387,0.6224,0.474863719,0.7526,0.2512
"425",2011,0.641,44254,0.0362,0.0172,0.244972578,0.0395,0.221172023,0.5618,0.5922
"426",2011,0.8087,21886,0.0794,0.0353,0.46961326,0.3401,0.447852761,0.7923,0.5333
"427",2011,0.6271,31419,0.0991,0.1812,0.367403315,0.3911,0.386605784,0.7427,0.4434
"428",2011,0.8224,36960,0.0227,0.018,0.170090386,0.0191,0.183122363,0.5764,0.7907
"429",2011,0.7359,26549,0.1182,0.2781,0.724326852,0.6988,0.539845648,0.8751,0.3212
"430",2011,0.6881,44988,0.0364,0.0087,0.190476191,0.0021,0.135391924,0.5055,0.809
"431",2011,0.9058,18652,0.0134,0.1403,0.368531469,0.183,0.392778187,0.6298,0.346
"432",2011,0.4697,36280,0.0805,0.5239,0.418086501,0.1895,0.328571429,0.3541,0.4386
"433",2011,0.6523,21093,0.1454,0.4538,0.500938086,0.5055,0.4082798,0.5962,0.4541
"434",2011,0.4544,24700,0.7153,0.3047,0.752393981,0.5209,0.484482759,0.8696,0.2206
"435",2011,0.6322,24138,0.1652,0.3188,0.484662577,0.4124,0.414304993,0.713,0.4234
"436",2011,0.406,24065,0.0443,0.0286,0.250032986,0.0205,0.178827093,0.384,0.8951
"437",2011,0.7372,24119,0.0144,0.0581,0.209957727,0.0539,0.242954325,0.611,0.6533
"438",2011,0.7054,14812,0.1277,0.3326,0.487376509,0.3887,0.403456496,0.6597,0.3733
"439",2011,0.7218,16934,0.0202,0.0832,0.383453405,0.1856,0.350581827,0.6477,0.4734
"440",2011,0.6757,17405,0.0927,0.2434,0.40721721,0.2202,0.375805726,0.5458,0.4033
"441",2011,0.5487,25575,0.0354,0.1125,0.385964912,0.1478,0.242038217,0.7485,0.5
"442",2011,0.8931,16353,0.1017,0.1571,0.394303798,0.1852,0.391167192,0.676,0.3852
"443",2011,0.555,28375,0.1204,0.4653,0.417197452,0.5336,0.468135795,0.6287,0.4394
"444",2011,0.7353,29998,0.1258,0.2827,0.377164249,0.4542,0.402932255,0.7448,0.5584
"445",2011,0.664,27418,0.0542,0.061,0.478723404,0.1944,0.396355353,0.8231,0.3714
"446",2011,0.5106,38672,0.0974,0.1431,0.39133425,0.3149,0.279329609,0.6591,0.6524
"447",2011,0.8429,30384,0.0168,0.0319,0.185983828,0.031,0.182336182,0.7974,0.5062
"448",2011,0.8232,39113,0.0486,0.1945,0.195108077,0.2046,0.220651506,0.6778,0.7335
"449",2011,0.3099,54265,0.0355,0,0.153669725,0.0015,0.118644068,0.4411,0.9262
"450",2011,0.9456,36590,0.0157,0.0067,0.173015873,0.016,0.142136249,0.7004,0.6936
"451",2011,0.6409,43800,0.0306,0.0131,0.166058394,0.0056,0.15840622,0.6828,0.8173
"452",2011,0.7146,40152,0.0692,0.0225,0.327182399,0.0678,0.272869429,0.6948,0.6776
"453",2011,0.4544,34919,0.0161,0.2927,0.555749129,0.3215,0.324693042,0.852,0.3846
"454",2011,0.8864,16086,0.0469,0.0951,0.265237366,0.1152,0.273656004,0.6154,0.5009
"455",2011,0.9671,18606,0.1448,0.6212,0.543112625,0.7158,0.359243698,0.4912,0.2931
"456",2011,0.4679,22404,0.0418,0.0779,0.26960087,0.1236,0.201791263,0.4887,0.7023
